Food Category,Meal Type,Calories,Protein,Carbs,Fat,Saturated Fat,Fiber,Sugar,Sodium,Water
Vegetables,Dinner,544.0,22.1,30.5,40.5,3.425563033873343,5.6,25.7,558.0,763.0
COWPEAS,Lunch,77.0,4.74,13.63,0.55,0.144,3.299999952,0.0,299.0,79.63
TOMATOES,Dinner,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
BEEF,Breakfast,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
CEREALS,Snack,371.0,13.7,68.18,6.87,1.11,9.399999619,1.419999957,3.0,9.37
Dairy,Dinner,299.0,17.1,44.3,31.7,3.425563033873343,3.0,9.0,284.0,978.0
Fruits,Lunch,346.0,21.1,74.5,20.0,3.425563033873343,3.7,11.8,434.0,356.0
BEEF,Snack,176.0,27.68,0.0,6.42,2.288,0.0,0.0,36.0,65.62
CEREALS RTE,Snack,415.0,4.8,79.7,8.8,1.6,5.5,42.40000153,475.0,2.5
BEEF,Dinner,236.0,12.18,0.0,20.35,7.01,0.0,0.0,96.0,67.8
SPINACH,Lunch,19.0,2.11,2.92,0.37,0.06,2.200000048,0.0,75.0,93.22
OSCAR MAYER,Breakfast,104.0,16.6,1.2,3.7,1.247,0.0,0.300000012,1348.0,74.6
POTATOES,Snack,86.0,1.71,20.01,0.1,0.026,2.0,0.850000024,241.0,77.46
ORANGE-FLAVOR DRK,Breakfast,49.0,0.03,12.21,0.14,0.022,0.0,11.90999985,10.0,87.18
Fruits,Lunch,226.0,18.2,13.8,43.3,3.425563033873343,3.7,12.9,403.0,882.0
PORK,Snack,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
Dairy,Snack,131.0,11.3,83.5,41.8,3.425563033873343,6.7,29.7,909.0,679.0
Beverages,Dinner,177.0,22.9,44.9,36.0,3.425563033873343,4.2,47.3,496.0,794.0
Fruits,Breakfast,67.0,2.4,33.4,20.5,3.425563033873343,4.6,7.9,440.0,208.0
Vegetables,Lunch,75.0,16.5,31.1,30.0,3.425563033873343,10.0,25.3,547.0,598.0
Snacks,Breakfast,83.0,14.1,50.8,12.9,3.425563033873343,9.9,31.9,702.0,402.0
Fruits,Dinner,206.0,8.9,18.5,5.7,3.425563033873343,0.2,11.3,182.0,549.0
DANISH PASTRY,Dinner,430.0,7.1,45.7,25.2,5.821,2.0,25.87000084,363.0,20.4
CHICKEN,Lunch,262.0,26.75,3.18,14.98,4.09,0.100000001,0.0,88.0,54.14
Beverages,Snack,592.0,40.8,73.2,18.5,3.425563033873343,4.6,42.8,228.0,940.0
SEAWEED,Snack,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
LIVER CHEESE,Lunch,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
BEEF,Snack,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
Dairy,Breakfast,61.0,49.2,5.9,5.9,3.425563033873343,4.5,41.2,683.0,809.0
Fruits,Dinner,304.0,43.2,16.3,36.3,3.425563033873343,2.2,25.8,265.0,858.0
DUCK,Breakfast,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
MORNINGSTAR FARMS MEATLESS CORN DOGS,Lunch,228.0,11.38,31.67,6.17,1.05,4.199999809,7.420000076,657.0,48.68
BEEF,Breakfast,257.0,26.8,0.0,15.75,6.202,0.0,0.0,54.0,56.81
POPEYES,Snack,203.0,24.2,0.6,11.5,3.361,0.0,0.0,474.0,61.37
Snacks,Breakfast,377.0,23.8,16.5,16.1,3.425563033873343,2.9,48.3,189.0,880.0
MARGARINE-LIKE SPRD,Dinner,339.0,0.51,0.66,37.77,8.637,0.0,0.0,589.0,59.55
CARROTS,Breakfast,35.0,0.76,8.22,0.18,0.03,3.0,3.450000048,58.0,90.17
MACARONI,Snack,158.0,5.8,30.86,0.93,0.176,1.799999952,0.560000002,1.0,62.13
BEEF,Lunch,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
PILLSBURY,Dinner,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
SOUR CREAM,Lunch,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
BASS,Dinner,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
TURKEY,Breakfast,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
No Category,Breakfast,88.0,2.35,17.65,1.18,0.0,0.600000024,12.35000038,15.0,77.59
PARSLEY,Snack,276.0,22.42,51.66,4.43,0.115,30.39999962,7.269999981,452.0,9.02
CHICKEN,Snack,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
Snacks,Dinner,347.0,37.0,7.8,40.0,3.425563033873343,2.7,3.5,732.0,130.0
Vegetables,Dinner,194.0,11.5,60.3,21.2,3.425563033873343,6.6,32.7,398.0,763.0
No Category,Lunch,134.0,14.59,1.79,7.65,2.48,0.0,0.430000007,883.0,72.98
Dairy,Snack,321.0,21.6,66.7,39.7,3.425563033873343,2.7,6.5,191.0,268.0
PINEAPPLE JUC,Snack,53.0,0.36,12.87,0.12,0.008,0.200000003,9.979999542,2.0,86.37
Beverages,Snack,120.0,13.7,68.6,37.2,3.425563033873343,0.7,16.5,738.0,106.0
CRACKERS,Breakfast,334.0,9.6,80.4,0.9,0.108,22.89999962,1.00999999,794.0,5.0
Beverages,Breakfast,342.0,44.2,75.8,29.7,3.425563033873343,6.6,2.4,25.0,250.0
FAST FOODS,Snack,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
CEREALS RTE,Snack,320.0,9.4,80.4,2.2,0.4,17.60000038,18.89999962,732.0,3.7
FROZEN YOGURTS,Dinner,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
BREAD,Snack,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
Snacks,Lunch,496.0,32.7,69.4,33.5,3.425563033873343,3.1,30.3,33.0,301.0
Beverages,Lunch,193.0,23.3,6.7,1.9,3.425563033873343,5.9,11.0,561.0,461.0
Grains,Snack,256.0,10.8,65.7,36.8,3.425563033873343,0.1,27.3,456.0,597.0
OIL,Lunch,884.0,0.0,0.0,100.0,6.203,0.0,0.0,0.0,0.0
PORK,Snack,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
Fruits,Snack,68.0,3.8,47.6,17.7,3.425563033873343,3.9,33.1,998.0,232.0
CEREALS RTE,Dinner,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
PORK,Dinner,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
Grains,Lunch,407.0,19.7,74.4,9.8,3.425563033873343,9.7,48.9,747.0,964.0
BREAD,Breakfast,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
Beverages,Breakfast,464.0,17.2,35.7,24.2,3.425563033873343,9.1,22.1,358.0,628.0
LASAGNA W/ MEAT & SAU,Snack,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
BABYFOOD,Breakfast,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
CREAMY DRSNG,Dinner,140.0,1.0,16.0,8.0,1.355,0.0,3.279999971,932.0,73.0
PUDDINGS,Breakfast,377.0,0.0,92.9,0.6,0.432,0.0,92.90000153,1441.0,2.6
RENNIN,Dinner,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
CARROTS,Snack,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
WHEAT FLR,Snack,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
Dairy,Breakfast,365.0,4.4,26.4,28.4,3.425563033873343,9.0,20.7,148.0,437.0
Beverages,Breakfast,108.0,40.3,57.2,25.5,3.425563033873343,7.1,29.9,250.0,324.0
LUXURY LOAF,Breakfast,141.0,18.4,4.9,4.8,1.58,0.0,0.0,1225.0,68.2
SPAGHETTI,Dinner,374.0,21.78,65.65,2.23,0.328,2.400000095,0.0,8.0,9.23
Dairy,Snack,272.0,17.7,10.7,33.1,3.425563033873343,6.5,19.4,882.0,469.0
Dairy,Snack,599.0,41.5,14.0,33.3,3.425563033873343,3.4,0.4,270.0,934.0
Vegetables,Dinner,205.0,26.8,6.9,45.1,3.425563033873343,8.5,2.6,598.0,595.0
FRUIT SALAD,Lunch,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
GAME MEAT,Snack,197.0,29.06,0.0,8.05,2.4,0.0,0.0,47.0,60.61
VEGETABLE OIL-BUTTER SPRD,Snack,450.0,1.0,1.0,50.0,16.669,0.0,0.0,607.0,46.0
Dairy,Snack,314.0,11.4,12.2,42.3,3.425563033873343,3.2,0.2,830.0,433.0
LIMEADE,Breakfast,247.0,0.0,62.32,0.0,0.0,0.0,59.95999908,0.0,37.46
GOURD,Snack,56.0,0.66,14.34,0.34,0.027,0.0,0.0,21.0,84.29
LAMB,Breakfast,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
Snacks,Snack,311.0,17.1,24.2,21.3,3.425563033873343,1.3,42.4,915.0,736.0
OIL,Dinner,880.0,0.0,0.0,99.5,71.444,0.0,0.0,6.0,0.04
CAMPBELL,Snack,56.0,3.17,8.73,1.59,0.397,2.400000095,0.790000021,460.0,85.7
Snacks,Snack,76.0,19.5,41.6,25.8,3.425563033873343,3.9,18.1,446.0,805.0
Vegetables,Dinner,465.0,14.1,69.6,49.9,3.425563033873343,7.9,46.6,701.0,976.0
Beverages,Dinner,114.0,42.2,9.7,24.9,3.425563033873343,6.7,34.2,685.0,999.0
INF FORM,Lunch,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
BEEF,Breakfast,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
DESSERTS,Dinner,84.0,1.0,19.8,0.1,0.041,0.0,0.0,26050.0,6.5
Meat,Snack,74.0,44.2,6.6,37.4,3.425563033873343,2.1,23.4,827.0,940.0
Dairy,Breakfast,68.0,39.2,11.4,40.8,3.425563033873343,2.3,20.1,833.0,247.0
No Category,Dinner,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
Beverages,Lunch,486.0,13.0,77.3,20.0,3.425563033873343,8.9,25.0,680.0,610.0
Fruits,Breakfast,412.0,43.9,25.9,14.1,3.425563033873343,0.4,39.6,143.0,921.0
Vegetables,Lunch,174.0,49.6,21.8,34.9,3.425563033873343,7.2,33.8,512.0,816.0
Grains,Snack,492.0,35.0,31.5,13.2,3.425563033873343,8.9,28.0,404.0,810.0
Fruits,Lunch,299.0,8.7,67.6,10.0,3.425563033873343,6.4,10.1,119.0,324.0
Beverages,Snack,205.0,21.9,93.7,31.7,3.425563033873343,9.4,27.0,349.0,245.0
Grains,Dinner,279.0,25.2,48.5,36.6,3.425563033873343,9.8,1.4,628.0,613.0
Snacks,Lunch,87.0,8.8,8.9,40.8,3.425563033873343,6.2,15.0,512.0,982.0
Vegetables,Lunch,374.0,13.9,15.2,39.0,3.425563033873343,2.6,18.1,868.0,970.0
CEREALS RTE,Breakfast,400.0,3.33,86.67,5.0,0.0,3.299999952,30.0,533.0,2.3
Fruits,Snack,112.0,39.7,30.7,46.5,3.425563033873343,9.7,32.0,236.0,613.0
TOASTER PASTRIES,Snack,422.0,5.0,68.32,14.8,2.26,1.299999952,30.79999924,369.0,10.5
Dairy,Dinner,420.0,18.6,93.4,47.9,3.425563033873343,2.9,28.1,572.0,179.0
Dairy,Lunch,499.0,4.1,16.5,26.2,3.425563033873343,8.3,2.5,950.0,434.0
Vegetables,Dinner,148.0,18.2,6.2,7.8,3.425563033873343,7.2,41.7,590.0,386.0
SOUR CREAM,Lunch,74.0,3.1,15.6,0.0,0.0,0.0,0.389999986,141.0,80.6
FAST FOODS,Snack,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
Meat,Dinner,177.0,29.1,38.4,23.5,3.425563033873343,6.6,39.9,265.0,847.0
LOUIS RICH,Dinner,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
Fruits,Breakfast,73.0,42.8,94.2,10.9,3.425563033873343,5.9,33.3,71.0,893.0
Vegetables,Lunch,223.0,38.3,79.7,15.7,3.425563033873343,2.5,32.6,203.0,722.0
EMU,Lunch,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
Grains,Snack,554.0,47.0,56.8,45.2,3.425563033873343,8.8,4.4,641.0,163.0
Snacks,Dinner,444.0,17.1,64.5,30.0,3.425563033873343,4.0,32.6,376.0,330.0
POTATOES,Lunch,260.0,2.83,30.15,14.95,4.544,4.5,0.0,490.0,49.94
Vegetables,Breakfast,441.0,6.1,21.0,46.9,3.425563033873343,5.1,38.6,781.0,693.0
Vegetables,Dinner,312.0,22.6,35.5,47.5,3.425563033873343,6.7,10.3,428.0,131.0
BEEF,Lunch,247.0,27.27,0.0,14.74,5.72,0.0,0.0,56.0,57.52
COCOA MIX,Dinner,398.0,6.67,83.73,4.0,2.377,3.700000048,65.55000305,504.0,1.5
LETTUCE,Lunch,15.0,1.36,2.79,0.15,0.02,1.299999952,0.779999971,28.0,95.07
Meat,Dinner,61.0,14.6,56.2,47.9,3.425563033873343,6.0,12.4,742.0,959.0
SCALLOP,Lunch,215.0,18.07,10.13,10.94,2.669,0.0,0.0,464.0,58.44
PORK,Dinner,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
CORN,Breakfast,419.0,14.48,66.27,10.64,1.974,20.5,21.31999969,4.0,6.36
No Category,Dinner,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
Snacks,Dinner,337.0,46.3,62.9,5.9,3.425563033873343,8.6,18.2,690.0,716.0
CORN,Snack,72.0,1.74,18.13,0.42,0.065,1.200000048,3.230000019,3.0,78.73
Dairy,Breakfast,394.0,48.4,32.5,13.1,3.425563033873343,5.8,36.8,259.0,102.0
Beverages,Lunch,559.0,26.1,39.1,40.7,3.425563033873343,8.0,31.7,281.0,874.0
POTATOES,Dinner,198.0,4.29,46.06,0.1,0.026,7.900000095,1.399999976,257.0,47.31
Dairy,Breakfast,296.0,47.2,28.2,34.1,3.425563033873343,2.7,15.0,603.0,884.0
Beverages,Snack,379.0,9.5,90.7,21.3,3.425563033873343,4.8,44.9,790.0,703.0
CAMPBELL SOUP COMPANY,Dinner,67.0,4.17,10.83,0.0,0.0,4.199999809,2.5,575.0,82.7
Grains,Lunch,546.0,2.8,79.1,6.7,3.425563033873343,4.6,3.4,92.0,139.0
SOUP,Snack,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
RICE BOWL W/ CHICK,Dinner,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
Beverages,Snack,135.0,17.1,52.0,39.3,3.425563033873343,8.5,16.1,876.0,816.0
PORK,Snack,145.0,20.57,0.0,6.31,2.18,0.0,0.0,50.0,71.93
EGG,Dinner,317.0,15.86,3.59,26.54,9.551,0.0,0.560000002,48.0,52.31
Vegetables,Dinner,69.0,33.2,7.8,8.1,3.425563033873343,3.9,27.6,493.0,449.0
COOKIES,Dinner,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
Vegetables,Snack,572.0,15.3,42.6,37.2,3.425563033873343,0.5,7.7,381.0,161.0
BEEF,Lunch,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
CAMPBELL SOUP COMPANY,Snack,69.0,3.17,12.3,0.79,0.397,1.200000048,4.760000229,353.0,82.4
MARGARINE-LIKE SPRD,Lunch,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
CEREALS RTE,Breakfast,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
SALAD DRSNG,Snack,449.0,0.0,2.5,50.1,9.1,0.0,2.5,1.0,47.4
Snacks,Lunch,374.0,7.1,41.8,30.8,3.425563033873343,1.5,33.1,189.0,586.0
POTATO,Breakfast,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
Snacks,Dinner,426.0,24.3,58.3,9.1,3.425563033873343,5.5,39.6,7.0,287.0
Vegetables,Dinner,361.0,48.1,29.3,6.4,3.425563033873343,2.4,10.0,755.0,975.0
Fruits,Breakfast,229.0,43.4,37.6,23.5,3.425563033873343,4.8,25.4,469.0,341.0
AGUTUK,Breakfast,258.0,21.7,0.9,18.6,5.1,0.0,0.0,95.0,55.2
MCDONALD'S,Dinner,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
Meat,Lunch,464.0,4.5,9.5,12.1,3.425563033873343,1.5,17.6,80.0,509.0
Fruits,Lunch,124.0,10.4,96.8,42.6,3.425563033873343,4.5,7.0,616.0,940.0
MORNINGSTAR FARMS CHIK'N NUGGETS,Breakfast,218.0,14.19,20.79,8.72,1.19,2.299999952,1.299999952,657.0,53.0
Dairy,Breakfast,517.0,4.9,41.5,35.9,3.425563033873343,5.0,26.1,649.0,244.0
Snacks,Breakfast,285.0,29.4,26.8,30.3,3.425563033873343,2.6,4.3,57.0,550.0
OSCAR MAYER,Lunch,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
Beverages,Lunch,459.0,29.9,99.6,47.1,3.425563033873343,2.0,4.1,158.0,369.0
Vegetables,Snack,127.0,9.8,51.5,6.6,3.425563033873343,5.7,29.2,252.0,975.0
No Category,Lunch,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
Beverages,Lunch,231.0,41.3,10.8,45.7,3.425563033873343,2.7,8.7,804.0,295.0
FISH,Lunch,107.0,18.6,0.0,3.6,0.0,0.0,0.0,0.0,76.3
CHICKEN,Breakfast,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
GELATIN DSSRT,Dinner,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
CHEESE,Breakfast,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
Grains,Breakfast,92.0,9.4,46.3,21.6,3.425563033873343,0.3,27.7,378.0,762.0
ROSE HIPS,Snack,162.0,1.6,38.22,0.34,0.0,24.10000038,2.579999924,4.0,58.66
Vegetables,Snack,379.0,4.3,85.1,13.2,3.425563033873343,5.3,12.8,988.0,142.0
Grains,Snack,92.0,9.5,45.3,30.7,3.425563033873343,3.1,41.0,919.0,854.0
Grains,Snack,249.0,19.8,60.0,5.8,3.425563033873343,8.2,23.0,853.0,154.0
CANDIES,Breakfast,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
Grains,Breakfast,381.0,4.8,46.9,44.2,3.425563033873343,5.0,18.4,881.0,331.0
LAMB,Breakfast,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
Vegetables,Breakfast,576.0,40.9,72.2,47.5,3.425563033873343,5.7,10.0,490.0,427.0
No Category,Snack,288.16438356164383,19.67855390113163,40.61089696247766,19.495898153662896,3.425563033873343,3.817492555002025,17.67285587016081,415.2783204288267,351.6871506849315
SOY MEAL,Snack,339.0,44.95,40.14,2.39,0.268,0.0,0.0,3.0,6.94
Snacks,Dinner,170.0,22.4,15.3,48.3,3.425563033873343,4.3,17.4,337.0,646.0
FROSTINGS,Breakfast,415.0,0.1,67.32,17.3,4.545,0.0,63.54000092,191.0,15.1
