Food Category,Meal Type,Calories,Protein,Carbs,Fat,Saturated Fat,Fiber,Sugar,Sodium,Water
SILK PLUS FIBER,Breakfast,52,3.3,8.7,1.6,0.2,0.6,7.3,95,86.2
PORK,Snack,230,26.6,0.0,12.9,4.1,0.0,0.0,57,59.3
Meat,Lunch,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
COOKIES,Dinner,502,5.6,64.0,25.0,6.1,2.3,25.0,375,2.1
CEREALS RTE,Snack,382,5.5,88.0,1.0,0.3,0.3,31.0,726,2.9
HALIBUT,Dinner,111,20.9,0.0,2.3,0.3,0.0,0.0,54,76.8
BF,Dinner,250,26.1,0.0,15.4,6.2,0.0,0.0,65,58.0
MORNINGSTAR FARMS RSTD HERB CHIK'N W/ ORG SOY,Dinner,189,12.0,9.0,12.0,1.8,4.0,1.0,380,62.0
BEEF,Snack,250,26.1,0.0,15.4,6.2,0.0,0.0,65,58.0
Beverages,Snack,42,0.1,10.6,0.0,0.0,0.0,10.6,2,89.3
Dairy,Snack,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
Dairy,Dinner,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
PORK,Dinner,242,27.3,0.0,14.0,5.2,0.0,0.0,62,57.9
No Category,Dinner,250,20.0,15.0,12.0,3.0,2.0,8.0,400,50.0
SILK LT CHOC,Dinner,49,2.1,9.1,0.6,0.1,0.8,7.8,41,87.6
CAMPBELL SOUP COMPANY,Snack,106,4.6,19.2,1.2,0.4,5.4,6.2,338,73.7
CAMPBELL SOUP,Breakfast,48,2.3,8.7,0.6,0.3,1.2,2.4,460,87.4
Meat,Dinner,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
CREAMY DRSNG,Breakfast,468,1.0,16.0,48.0,7.3,0.0,3.3,932,31.0
Vegetables,Dinner,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
FAST FOODS,Snack,272,13.0,31.0,11.5,4.6,2.1,5.0,825,41.4
Meat,Snack,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
Fruits,Lunch,89,1.1,22.8,0.3,0.1,4.4,15.2,2,74.9
Vegetables,Lunch,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
Meat,Dinner,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
Grains,Breakfast,365,13.0,74.0,2.5,0.4,7.3,0.7,9,10.1
AGUTUK,Dinner,470,9.0,10.5,43.5,8.6,0.0,0.0,24,34.0
PORK,Breakfast,177,21.6,0.4,9.9,3.2,0.0,0.1,816,65.2
Vegetables,Lunch,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
CEREALS,Breakfast,61,2.7,13.7,0.4,0.1,3.4,0.0,82,82.7
MILK,Lunch,61,3.1,4.5,3.5,2.2,0.0,4.5,3,88.2
COD,Snack,82,17.8,0.0,0.7,0.1,0.0,0.0,54,81.2
CAMPBELL'S RED & WHITE,Lunch,48,2.3,8.7,0.6,0.3,1.2,2.4,460,87.4
RADISHES,Lunch,16,0.7,2.0,0.1,0.0,1.6,1.9,39,95.3
Snacks,Snack,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
Beverages,Dinner,39,0.1,9.8,0.0,0.0,0.0,9.6,5,90.1
CEREALS RTE,Lunch,377,6.8,84.4,1.8,0.3,8.7,21.2,732,4.1
MCDONALD'S,Snack,272,13.0,31.0,11.5,4.6,2.1,5.0,825,41.4
Meat,Lunch,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
CAKE,Snack,367,4.9,56.8,14.1,3.9,1.6,45.4,513,21.8
Beverages,Lunch,42,0.1,10.6,0.0,0.0,0.0,10.6,2,89.3
Fruits,Breakfast,52,0.3,13.8,0.2,0.1,2.4,10.4,1,85.4
Beverages,Lunch,42,0.1,10.6,0.0,0.0,0.0,10.6,2,89.3
LAMB,Snack,278,23.1,0.0,19.9,8.2,0.0,0.0,82,55.9
Dairy,Breakfast,61,3.4,4.7,3.3,2.0,0.0,4.7,44,87.9
No Category,Snack,250,20.0,15.0,12.0,3.0,2.0,8.0,400,50.0
Vegetables,Lunch,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
PORK,Dinner,591,7.6,0.0,61.9,22.7,0.0,0.0,624,28.9
ALMONDS,Dinner,579,21.2,21.6,49.9,3.8,12.5,4.4,1,4.4
Fruits,Dinner,89,1.1,22.8,0.3,0.1,4.4,15.2,2,74.9
ENTREES,Dinner,232,14.7,17.0,12.3,2.8,0.5,2.5,532,53.6
PORK,Lunch,125,24.5,0.3,2.9,0.9,0.0,4.2,1308,73.0
CABBAGE,Snack,25,1.3,5.8,0.1,0.0,2.5,3.2,18,91.0
Dairy,Snack,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
MCDONALD'S,Dinner,272,13.0,31.0,11.5,4.6,2.1,5.0,825,41.4
HYACINTH-BEANS,Lunch,50,3.0,9.2,0.3,0.1,3.8,1.9,238,86.9
Snacks,Breakfast,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
INF FORM,Breakfast,66,1.4,6.9,3.7,1.2,0.0,6.9,16,87.8
CAMPBELL SOUP COMPANY,Dinner,48,2.3,8.7,0.6,0.3,1.2,2.4,460,87.4
SOUP,Snack,48,2.3,8.7,0.6,0.3,1.2,2.4,460,87.4
Vegetables,Lunch,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
CHICKEN,Snack,165,31.0,0.0,3.6,1.0,0.0,0.0,74,65.1
Fruits,Snack,52,0.3,13.8,0.2,0.1,2.4,10.4,1,85.4
GAME MEAT,Snack,158,30.2,0.0,3.4,1.4,0.0,0.0,51,65.6
POPEYES,Breakfast,265,23.0,8.1,15.6,5.2,0.4,0.0,530,51.0
Vegetables,Breakfast,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
CEREALS RTE,Lunch,377,6.8,84.4,1.8,0.3,8.7,21.2,732,4.1
Chicken,Breakfast,250,20.0,15.0,12.0,3.0,2.0,8.0,400,50.0
WHEAT FLR,Breakfast,364,10.3,76.3,1.0,0.2,2.7,0.3,2,11.9
Snacks,Breakfast,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
CEREALS,Dinner,377,6.8,84.4,1.8,0.3,8.7,21.2,732,4.1
LAMB,Dinner,258,25.6,0.0,16.5,7.3,0.0,0.0,72,57.8
Snacks,Dinner,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
FRUIT PUNCH JUC DRK,Breakfast,42,0.1,10.4,0.2,0.0,0.0,10.4,5,89.2
Snacks,Breakfast,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
MOOSE,Snack,134,29.6,0.0,1.0,0.4,0.0,0.0,65,69.2
LAMB,Breakfast,260,16.8,0.0,20.9,9.2,0.0,0.0,60,61.8
Fruits,Dinner,89,1.1,22.8,0.3,0.1,4.4,15.2,2,74.9
RICE FLOUR,Snack,366,5.9,80.1,1.4,0.4,2.4,0.1,0,12.0
Fruits,Lunch,52,0.3,13.8,0.2,0.1,2.4,10.4,1,85.4
Dairy,Dinner,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
ARCHWAY Home Style Cookies,Breakfast,502,5.6,64.0,25.0,6.1,2.3,25.0,375,2.1
Beverages,Dinner,39,0.1,9.8,0.0,0.0,0.0,9.6,5,90.1
Grains,Snack,365,13.0,74.0,2.5,0.4,7.3,0.7,9,10.1
PORK,Dinner,227,27.6,0.0,12.1,4.6,0.0,0.0,154,59.2
GAME MEAT,Breakfast,133,21.4,0.0,4.6,1.4,0.0,0.0,53,72.6
FISH OIL,Lunch,902,0.0,0.0,100.0,22.6,0.0,0.0,0,0.0
BEANS,Breakfast,127,8.7,22.8,0.5,0.1,7.4,0.3,2,66.9
Meat,Breakfast,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
CEREALS,Snack,56,2.0,11.8,0.5,0.1,2.7,0.0,2,85.4
SALMONBERRIES,Dinner,42,0.8,9.6,0.6,0.0,3.6,4.9,1,84.1
MCDONALD'S,Breakfast,313,1.9,71.5,3.3,1.8,0.0,43.2,170,22.5
SOUP,Lunch,48,2.3,8.7,0.6,0.3,1.2,2.4,460,87.4
MALTED DRK MIX,Dinner,85,3.4,11.2,3.3,1.9,0.5,6.7,60,81.3
WATER,Lunch,0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0
Grains,Dinner,365,13.0,74.0,2.5,0.4,7.3,0.7,9,10.1
Meat,Dinner,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
MARGARINE,Breakfast,717,0.2,0.9,80.5,16.3,0.0,0.9,943,17.1
Dairy,Dinner,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
PORK,Dinner,186,20.3,0.0,11.0,3.8,0.0,0.0,56,67.8
BEEF,Lunch,277,26.3,0.0,18.2,7.0,0.0,0.0,93,54.5
Vegetables,Dinner,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
PISTACHIO NUTS,Dinner,560,20.2,27.2,45.3,5.4,10.6,7.7,1,4.2
Meat,Dinner,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
MILK,Breakfast,64,3.3,4.7,3.7,2.3,0.0,4.7,49,87.7
SALAD DRSNG,Dinner,449,0.0,2.5,50.1,9.1,0.0,2.5,1,47.4
VEAL,Lunch,172,21.9,0.0,8.6,4.0,0.0,0.0,82,68.8
WORTHINGTON FRIPATS,Lunch,189,12.0,9.0,12.0,1.8,4.0,1.0,380,62.0
Beverages,Dinner,39,0.1,9.8,0.0,0.0,0.0,9.6,5,90.1
GELATIN DSSRT,Dinner,62,1.5,14.2,0.0,0.0,0.0,14.2,105,84.1
Vegetables,Breakfast,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
Beverages,Dinner,39,0.1,9.8,0.0,0.0,0.0,9.6,5,90.1
CHEESE,Dinner,402,25.2,1.3,33.1,21.1,0.0,1.3,621,39.1
CAKE,Breakfast,367,4.9,56.8,14.1,3.9,1.6,45.4,513,21.8
MCDONALD'S,Breakfast,244,14.1,22.2,11.6,4.0,1.6,5.1,427,50.4
Dairy,Lunch,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
PORK,Dinner,242,27.3,0.0,14.0,5.2,0.0,0.0,62,57.9
Fruits,Lunch,89,1.1,22.8,0.3,0.1,4.4,15.2,2,74.9
SAUSAGE,Lunch,301,13.0,1.6,27.3,9.9,0.0,0.0,1207,55.8
Grains,Dinner,365,13.0,74.0,2.5,0.4,7.3,0.7,9,10.1
Vegetables,Snack,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
CANDIES,Lunch,485,3.3,59.6,25.9,2.2,3.5,55.8,48,10.4
CRISPED RICE BAR,Breakfast,471,10.1,64.4,20.3,3.8,6.9,29.4,390,3.0
Meat,Lunch,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
Snacks,Breakfast,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
YARDLONG BNS,Dinner,47,2.8,10.0,0.1,0.0,3.8,2.5,4,83.8
Beverages,Breakfast,39,0.1,9.8,0.0,0.0,0.0,9.6,5,90.1
BEETS,Snack,43,1.6,9.6,0.2,0.0,2.8,6.8,78,87.6
CHEESE,Dinner,402,25.2,1.3,33.1,21.1,0.0,1.3,621,39.1
Dairy,Snack,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
Fruits,Snack,52,0.3,13.8,0.2,0.1,2.4,10.4,1,85.4
Dairy,Lunch,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
LAMB,Lunch,258,25.6,0.0,16.5,7.3,0.0,0.0,72,57.8
CHICKEN,Snack,165,31.0,0.0,3.6,1.0,0.0,0.0,74,65.1
APPLES,Dinner,52,0.3,13.8,0.2,0.0,2.4,10.4,1,85.8
SAUSAGE,Lunch,230,10.5,2.6,19.4,7.1,0.0,0.0,969,64.9
CAMPBELL,Breakfast,102,4.4,13.1,3.6,1.4,1.2,4.8,393,78.1
Grains,Dinner,365,13.0,74.0,2.5,0.4,7.3,0.7,9,10.1
Vegetables,Dinner,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
EGGNOG-FLAVOR MIX,Breakfast,429,13.3,68.0,13.3,8.0,0.0,68.0,267,4.0
Dairy,Breakfast,61,3.4,4.7,3.3,2.0,0.0,4.7,44,87.9
SOUP,Lunch,48,2.3,8.7,0.6,0.3,1.2,2.4,460,87.4
BEEF,Breakfast,250,26.1,0.0,15.4,6.2,0.0,0.0,65,58.0
Meat,Lunch,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
CAMPBELL,Breakfast,71,3.2,9.5,2.0,0.8,2.4,1.6,643,83.2
Grains,Breakfast,365,13.0,74.0,2.5,0.4,7.3,0.7,9,10.1
Vegetables,Snack,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
SQUASH,Dinner,20,0.9,4.9,0.1,0.0,1.0,2.5,1,93.3
CANDIES,Snack,387,0.2,99.4,0.2,0.1,0.0,85.2,6,0.2
CEREALS,Breakfast,333,11.3,73.4,2.6,0.5,12.0,0.6,3,11.1
BABYFOOD,Snack,71,1.8,16.0,0.4,0.2,1.2,14.8,23,80.5
BABYFOOD,Snack,71,1.8,16.0,0.4,0.2,1.2,14.8,23,80.5
CHICKEN,Snack,159,28.9,0.0,4.0,1.1,0.0,0.0,65,68.0
Dairy,Snack,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
SUGARS,Snack,387,0.0,99.8,0.0,0.0,0.0,99.8,2,0.2
Meat,Snack,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
PIGEONPEAS,Lunch,136,7.2,23.9,1.6,0.4,5.1,3.0,5,65.9
TOPPINGS,Breakfast,318,2.1,34.4,19.7,16.7,0.0,34.4,78,43.8
Vegetables,Dinner,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
Beverages,Breakfast,39,0.1,9.8,0.0,0.0,0.0,9.6,5,90.1
Snacks,Lunch,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
Fruits,Lunch,89,1.1,22.8,0.3,0.1,4.4,15.2,2,74.9
CHESTNUTS,Breakfast,213,2.4,45.5,2.3,0.4,8.1,9.0,27,40.5
CHOCOLATE-FLAVOR BEV MIX FOR MILK,Snack,405,3.3,90.9,3.1,1.8,4.8,83.9,210,0.9
LOMA LINDA DINNER CUTS,Dinner,189,12.0,9.0,12.0,1.8,4.0,1.0,380,62.0
Grains,Dinner,365,13.0,74.0,2.5,0.4,7.3,0.7,9,10.1
PASTA W/SLICED FRANKS IN TOMATO SAU,Dinner,104,3.7,11.9,4.6,1.5,0.9,3.2,482,78.2
Snacks,Snack,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
Snacks,Snack,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
Meat,Lunch,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
FROSTINGS,Snack,415,0.1,67.3,17.3,4.5,0.0,63.5,191,15.1
CEREALS,Dinner,377,6.8,84.4,1.8,0.3,8.7,21.2,732,4.1
BREAD,Breakfast,418,7.0,69.5,12.2,3.1,6.5,0.0,1111,7.8
Dairy,Dinner,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
Beverages,Breakfast,39,0.1,9.8,0.0,0.0,0.0,9.6,5,90.1
Beverages,Dinner,39,0.1,9.8,0.0,0.0,0.0,9.6,5,90.1
BEANS,Lunch,127,8.7,22.8,0.5,0.1,7.4,0.3,2,66.9
VEAL,Snack,172,21.9,0.0,8.6,4.0,0.0,0.0,82,68.8
SYRUPS,Lunch,265,0.0,69.6,0.1,0.0,0.0,42.0,61,30.1
No Category,Lunch,302,12.9,74.7,0.4,0.1,16.5,43.9,134,3.1
PEAS,Breakfast,81,5.4,14.5,0.4,0.1,5.7,5.7,5,78.9
Snacks,Lunch,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
POTATO CHIPS,Breakfast,547,6.6,49.7,37.5,9.8,4.2,0.9,525,1.9
Fruits,Lunch,89,1.1,22.8,0.3,0.1,4.4,15.2,2,74.9
Meat,Snack,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
CAULIFLOWER,Snack,25,1.9,5.0,0.3,0.1,2.0,1.9,30,92.1
Beverages,Lunch,42,0.1,10.6,0.0,0.0,0.0,10.6,2,89.3
ROCKFISH,Dinner,109,20.0,0.0,2.9,0.7,0.0,0.0,65,76.2
CORN,Dinner,86,3.3,19.0,1.2,0.2,2.4,3.2,15,74.3
Meat,Lunch,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
OSCAR MAYER,Snack,341,14.2,2.3,30.6,10.9,0.1,0.7,1118,49.6
CEREALS RTE,Breakfast,393,10.7,77.3,5.4,1.1,7.1,32.1,679,2.2
MORNINGSTAR FARMS MEATFREE BUFFALO WINGS,Dinner,189,12.0,9.0,12.0,1.8,4.0,1.0,380,62.0
WATERCHESTNUTS,Snack,97,1.4,23.9,0.1,0.0,3.0,4.8,14,73.5
Vegetables,Dinner,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
Dairy,Snack,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
Vegetables,Dinner,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
Meat,Breakfast,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
Dairy,Snack,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
PEANUT BUTTER,Snack,589,25.1,22.3,50.4,10.3,8.0,9.0,17,1.5
SOUP,Breakfast,48,2.3,8.7,0.6,0.3,1.2,2.4,460,87.4
CAMPBELL SOUP COMPANY,Dinner,48,2.3,8.7,0.6,0.3,1.2,2.4,460,87.4
CRACKERS,Dinner,503,10.1,58.2,25.3,9.4,2.4,0.3,995,3.1
BEANS,Breakfast,127,8.7,22.8,0.5,0.1,7.4,0.3,2,66.9
Vegetables,Breakfast,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
Beverages,Breakfast,39,0.1,9.8,0.0,0.0,0.0,9.6,5,90.1
RICE,Breakfast,130,2.7,28.2,0.3,0.1,0.4,0.1,1,68.4
BEEF,Snack,250,26.1,0.0,15.4,6.2,0.0,0.0,65,58.0
FORM BAR,Lunch,471,10.1,64.4,20.3,3.8,6.9,29.4,390,3.0
PORK,Snack,145,25.0,0.0,5.0,1.6,0.0,0.3,820,67.0
Vegetables,Snack,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
OIL,Breakfast,884,0.0,0.0,100.0,6.3,0.0,0.0,0,0.0
BEEF,Snack,250,26.1,0.0,15.4,6.2,0.0,0.0,65,58.0
Meat,Breakfast,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
PEAS,Breakfast,81,5.4,14.5,0.4,0.1,5.7,5.7,5,78.9
Beverages,Dinner,39,0.1,9.8,0.0,0.0,0.0,9.6,5,90.1
Meat,Dinner,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
Snacks,Lunch,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
PORK,Lunch,117,14.1,4.0,5.0,1.5,0.0,4.2,1308,73.0
Grains,Snack,365,13.0,74.0,2.5,0.4,7.3,0.7,9,10.1
PEANUT BUTTER,Lunch,589,25.1,22.3,50.4,10.3,8.0,9.0,17,1.5
MORNINGSTAR FARMS PHILLY CHEESESTEAK BURGER,Breakfast,189,12.0,9.0,12.0,1.8,4.0,1.0,380,62.0
Snacks,Snack,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
Snacks,Dinner,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
DOCK,Breakfast,22,2.0,3.7,0.7,0.0,2.9,0.0,3,93.0
Meat,Lunch,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
LAMB,Lunch,258,25.6,0.0,16.5,7.3,0.0,0.0,72,57.8
FISH,Dinner,96,20.2,0.0,1.2,0.4,0.0,0.0,48,78.2
Fruits,Dinner,89,1.1,22.8,0.3,0.1,4.4,15.2,2,74.9
Vegetables,Breakfast,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
Meat,Lunch,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
Dairy,Dinner,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
Dairy,Dinner,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
Meat,Snack,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
Dairy,Dinner,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
FRUIT PUNCH DRK,Snack,42,0.1,10.4,0.2,0.0,0.0,10.4,5,89.2
INF FORM,Snack,66,1.4,6.9,3.7,1.2,0.0,6.9,16,87.8
Beverages,Breakfast,39,0.1,9.8,0.0,0.0,0.0,9.6,5,90.1
CRACKERS,Breakfast,502,10.1,61.8,23.3,5.8,2.4,2.8,995,3.1
BUTTERFISH,Breakfast,146,17.3,0.0,8.0,1.8,0.0,0.0,97,73.9
WHEAT FLR,Lunch,364,10.3,76.3,1.0,0.2,2.7,0.3,2,11.9
BEEF,Dinner,250,26.1,0.0,15.4,6.2,0.0,0.0,65,58.0
BISCUITS,Snack,335,7.3,48.4,12.1,2.8,1.8,0.0,955,28.9
MUFFINS,Lunch,366,4.9,63.2,10.0,2.5,2.1,17.6,548,20.0
Beverages,Lunch,42,0.1,10.6,0.0,0.0,0.0,10.6,2,89.3
MACARONI,Breakfast,158,5.8,30.9,0.9,0.2,1.8,0.6,1,62.1
Beverages,Dinner,39,0.1,9.8,0.0,0.0,0.0,9.6,5,90.1
CEREALS RTE,Breakfast,377,6.8,84.4,1.8,0.3,8.7,21.2,732,4.1
Grains,Breakfast,365,13.0,74.0,2.5,0.4,7.3,0.7,9,10.1
MACARONI,Snack,158,5.8,30.9,0.9,0.2,1.8,0.6,1,62.1
ICE CREAMS,Lunch,207,3.5,20.6,11.0,6.8,0.6,18.0,80,63.9
MORNINGSTAR FARMS VEGGIE BACON STRIPS,Breakfast,346,12.4,14.3,26.6,4.2,5.1,0.8,1463,41.9
Snacks,Breakfast,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
Vegetables,Lunch,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
GELATIN DSSRT,Dinner,62,1.5,14.2,0.0,0.0,0.0,14.2,105,84.1
POTATOES,Snack,134,2.7,27.7,5.2,1.0,2.8,0.3,388,62.5
No Category,Dinner,250,15.1,1.7,20.3,5.3,0.0,1.8,1213,59.0
Beverages,Lunch,42,0.1,10.6,0.0,0.0,0.0,10.6,2,89.3
BORAGE,Snack,21,1.8,3.1,0.7,0.1,11.0,0.0,80,93.4
MARGARINE,Lunch,717,0.2,0.9,80.5,16.3,0.0,0.9,943,17.1
PINEAPPLE&GRAPEFRUIT JUC DRK,Breakfast,50,0.5,12.3,0.1,0.0,0.2,11.9,35,86.9
Beverages,Snack,42,0.1,10.6,0.0,0.0,0.0,10.6,2,89.3
CARROTS,Lunch,41,0.9,9.6,0.2,0.0,2.8,4.7,69,88.2
Vegetables,Breakfast,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
CATFISH,Dinner,152,18.7,0.0,8.0,1.8,0.0,0.0,80,71.6
Meat,Dinner,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
Beverages,Breakfast,39,0.1,9.8,0.0,0.0,0.0,9.6,5,90.1
Grains,Snack,365,13.0,74.0,2.5,0.4,7.3,0.7,9,10.1
ICE CREAMS,Lunch,207,3.5,20.6,11.0,6.8,0.6,18.0,80,63.9
PEAS,Lunch,81,5.4,14.5,0.4,0.1,5.7,5.7,5,78.9
BEEF,Lunch,250,26.1,0.0,15.4,6.2,0.0,0.0,65,58.0
Grains,Lunch,365,13.0,74.0,2.5,0.4,7.3,0.7,9,10.1
BEEF,Dinner,128,22.2,0.0,3.7,1.3,0.0,0.0,62,73.2
CAMPBELL,Dinner,48,2.3,8.7,0.6,0.3,1.2,2.4,460,87.4
FAST FOODS,Lunch,272,13.0,31.0,11.5,4.6,2.1,5.0,825,41.4
Beverages,Breakfast,39,0.1,9.8,0.0,0.0,0.0,9.6,5,90.1
Beverages,Breakfast,39,0.1,9.8,0.0,0.0,0.0,9.6,5,90.1
Dairy,Snack,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
CARROTS,Lunch,41,0.9,9.6,0.2,0.0,2.8,4.7,69,88.2
SNACKS,Dinner,503,7.8,65.3,23.4,2.5,5.3,1.0,15,2.1
Snacks,Breakfast,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
Beverages,Snack,42,0.1,10.6,0.0,0.0,0.0,10.6,2,89.3
Vegetables,Snack,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
CHESTNUTS,Snack,213,2.4,45.5,2.3,0.4,8.1,9.0,27,40.5
Vegetables,Lunch,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
BREAD,Dinner,265,9.0,49.4,3.2,0.6,2.7,5.7,491,36.9
MIXED NUTS,Dinner,607,20.0,13.7,54.0,8.2,9.6,3.1,16,2.3
COCONUT MEAT,Dinner,354,3.3,15.2,33.5,29.7,9.0,6.2,20,47.0
Beverages,Breakfast,39,0.1,9.8,0.0,0.0,0.0,9.6,5,90.1
