Food Category,Meal Type,Calories,Protein,Carbs,Fat,Saturated Fat,Fiber,Sugar,Sodium,Water,calorie_level,protein_level,fiber_level,prot_ratio,carb_ratio,fat_ratio,fiber_per_100kcal,sugar_per_100kcal,density_kcal_100g,satiety_index,balance_score
pepper jack cheese lucerne,Lunch,72.89142176534635,5.410604811482081,0.0,5.880108030737256,4.0,2.517767940167836,0.0,0.0,0.0,Faible,Faible,Moyen,0.2969131130229145,0.0,0.7260246853323147,3.4541300266347545,0.0,0.7289142176534635,4.294498297141397,0.748745476001736
caraway cheese,Meal,100.63199506222756,7.115492247025337,0.82877688438828,8.193008282677765,5.3,0.0,0.0,0.2,10.493040446816735,Moyen,Moyen,,0.28283220150479166,0.03294287768577268,0.7327398583896048,0.0,0.0,1.0063199506222755,3.808038826009044,0.7346908548454129
tilsit cheese,Lunch,138.13688186164785,9.166446653922273,0.8553033793330429,10.761424351111835,6.7,0.0,0.0,0.3,17.563595976138696,Moyen,Moyen,,0.26543082380403804,0.02476683595617773,0.7011365621809366,0.0,0.0,1.3813688186164785,4.2180053648997164,0.7380166399160069
goat cheese,Lunch,98.32367601106577,5.789740162367513,0.009114668044076017,8.955447344479769,5.8,0.0,0.02798349387507971,0.1,13.202040408898352,Moyen,Moyen,,0.2355379838659171,0.00037080257049582115,0.8197316104364868,0.0,0.0284605565513781,0.9832367601106577,3.247946621507004,0.7325592677856986
brick cheese,Meal,103.16171445758913,7.347076232391282,0.8382760705769496,,5.6,0.0,0.18808180431782448,0.2,12.49889301756789,Moyen,Moyen,,0.284876078293279,0.032503378481393085,,0.0,0.1823172705004591,1.0316171445758913,3.8962047367574972,0.7327068703117426
asadero cheese,Meal,431.45954025532325,26.266342492219483,3.3791619005687816,32.81400920806977,20.3,0.0,3.3269848599412306,0.7,47.31124578811569,Élevé,Élevé,,0.24351152291867798,0.03132772904488031,0.6844815205925968,0.0,0.7710999012497284,4.314595402553232,5.1996073511761765,0.7328697574072097
camembert cheese,Meal,88.98400664781059,6.309100293899137,0.10206226464455326,7.652688561338444,4.6,0.0,,0.3,17.125230188337962,Faible,Moyen,,0.2836060303721045,0.004587892469330222,0.7740064633258918,0.0,,0.8898400664781059,,0.7347460403432439
provolone cheese reduced fat,Meal,311.04668717266287,26.947573731498093,3.55348125891119,20.083737289886358,12.8,0.0,0.5859855390355658,1.0,63.6256729436663,Élevé,Élevé,,0.3465405645668141,0.04569707885060191,0.5811141622206901,0.0,0.18839144566064386,3.110466871726629,7.287021803532686,0.7482398365014096
roquefort cheese,Lunch,291.63145347644877,18.571374210992985,1.7125540088470677,26.214012891262232,16.4,0.0,0.0,1.5,30.50327486156352,Élevé,Élevé,,0.25472388421658065,0.023489290782045844,0.808987207655314,0.0,0.0,2.9163145347644877,5.131492319035527,0.7302935900182468
queso blanco cheese,Lunch,356.0377961411892,24.51188149414041,3.0317830370292898,27.965362885578465,16.1,0.0,2.260517827256975,0.8,56.13793117230411,Élevé,Élevé,,0.27538516068753294,0.034061361589955194,0.7069144568108804,0.0,0.634909331775332,3.560377961411892,5.841757619653657,0.7340635952039047
queso seco cheese,Snack,316.7470307879304,24.627368325300164,1.8913133244428595,23.21982852766159,13.3,0.0,0.4077994052894197,1.8,44.41981268386596,Élevé,Élevé,,0.3110036193398493,0.023884212126844977,0.6597645306077259,0.0,0.12874604555216979,3.167470307879304,6.413007691350938,0.7398208864773423
goat cheese soft,Lunch,70.68377408466637,5.493093092092338,0.0,5.967668194572139,4.1,0.0,0.2857954678394619,0.1,18.070640274552,Faible,Moyen,,0.3108545397023635,0.0,0.7598492537617803,0.0,0.4043290942105566,0.7068377408466637,3.6974144140600225,0.7368189790918643
mozzarella cheese,Snack,91.69064108255552,6.4597165915421435,0.7161584255980474,6.459446691066913,4.2,0.0,0.0,0.1,14.799981533260567,Faible,Moyen,,0.28180483612388746,0.031242378036931612,0.634034388888445,0.0,0.0,0.9169064108255551,3.7559035890043617,0.7398289997405463
chihuahua cheese,Breakfast,479.1642243590055,28.337307368441316,6.844045526915453,40.94062764903603,24.9,0.0,7.715025782943312,0.8,54.839346787461324,Élevé,Élevé,,0.2365561189148466,0.05713319287797557,0.768975706742835,0.0,1.6101002079534958,4.791642243590055,4.9665994139688125,0.7288998265312062
limburger cheese,Meal,96.57070062601295,5.816955076325957,0.11030708604483393,7.842542562193786,5.0,0.0,0.10247776640759587,0.2,13.937333479168437,Faible,Moyen,,0.2409407813501507,0.0045689669511574035,0.730893344164452,0.0,0.10611672031638078,0.9657070062601295,3.298089898298999,0.7320431646587132
muenster cheese,Meal,471.3785293228256,30.818714655664397,1.5197352961359867,41.39811982269379,25.2,0.0,1.517670450963256,0.8,53.15414443505849,Élevé,Élevé,,0.26151988411146404,0.012896092616650907,0.7904116425266102,0.0,0.32196420383832736,4.7137852932282565,5.779202235908938,0.7332189439135143
queso fresco cheese,Snack,398.80407686728813,22.87176822417959,3.8432721091508832,31.031948566885344,15.8,0.0,2.761214639465217,0.9,62.74423632194561,Élevé,Élevé,,0.22940355421130607,0.03854797202379487,0.7003126412235632,0.0,0.6923735506371286,3.988040768672881,5.048197642365474,0.7311871518817822
brie cheese,Lunch,99.93251387631032,5.687248994919183,0.10015581699683891,8.453478858689405,5.2,0.0,0.09299241416685786,0.2,14.860683536557582,Faible,Moyen,,0.22764358535191367,0.004008938116720268,0.7613268796684735,0.0,0.0930551204053938,0.9993251387631032,3.2022732687980335,0.7326361862470452
pimento cheese,Lunch,497.2350881149076,32.719525932661895,2.4901846593571535,39.78997100282872,27.5,0.09833142990489852,0.8797536694968726,2.0,55.924278350154594,Élevé,Élevé,Faible,0.2632117213682853,0.020032252058395573,0.7202020671206126,0.019775637817928283,0.17692908517439188,4.972350881149076,5.915673676300633,0.7306123327408088
mexican cheese,Snack,328.99620961123037,26.122232757894707,3.810120146933646,22.36423376115013,13.0,0.0,0.5954606919166483,0.9,54.73757743076435,Élevé,Élevé,,0.3175991931258192,0.04632418276009878,0.6117945962854822,0.0,0.18099312196550005,3.2899620961123035,6.685484109020233,0.7455675929643588
feta cheese,Snack,75.11662540011591,4.233915381265096,1.2603343758225403,6.194010879708891,4.0,0.0,0.0,0.3,16.732308670493378,Faible,Faible,,0.22545822857979483,0.06711347067741028,0.7421272837845924,0.0,0.0,0.7511662540011591,2.8955165183227702,0.7275120520389825
mozzarella cheese fat free,Snack,160.66046558028782,38.026656045689364,3.5923336196929307,0.0,0.0,2.1552801233205368,1.7271945355689757,0.8,67.41744168327548,Moyen,Élevé,Faible,0.9467582624425176,0.08943914321069676,0.0,1.3415115996485563,1.0750581695828993,1.6066046558028781,16.34447854337782,0.8275953725530377
provolone cheese,Meal,417.6336366321832,34.35433642339195,2.9243406981445186,35.73524045481374,22.5,0.0,0.7012459165428601,1.2,53.03704106445032,Élevé,Élevé,,0.32903802115334757,0.028008670132265864,0.7700940133001862,0.0,0.16790930785375194,4.176336366321832,7.108466702637747,0.7385772266153253
anejo cheese,Breakfast,459.3266231970986,28.78043487679308,,41.78870501177148,25.1,0.0,5.891354303060361,1.5,50.20778434086767,Élevé,Élevé,,0.25063154070026905,,0.8188037124200277,0.0,1.2826064771616523,4.593266231970986,5.278385933815049,0.728984683517183
honey,Breakfast,64.6299559547812,,17.166658815758186,0.0,0.0,0.025171192764178035,16.769430740422298,0.011,3.6598646024285246,Faible,Faible,Faible,,1.0624583165214831,0.0,0.03894657430250286,25.94679904370674,0.6462995595478119,,0.6735612920498688
apple butter,Meal,36.29231651499197,0.04265080664439636,8.326105349017462,0.06318135375575863,0.038,,6.4698263519286465,0.003,10.848978731315983,Faible,Faible,Faible,0.004700808277319604,0.917671388230089,0.015668114431296152,,17.826937341733743,0.3629231651499197,,0.684582869809796
fruit jam,Meal,56.479831187331925,0.0,13.593619447148258,0.1044607961240513,0.021,0.1937950896929408,9.796664478622699,0.052,5.683817768052819,Faible,,Faible,0.0,0.96272378445184,0.016645714562291688,0.3431220357726068,17.34539025221055,0.5647983118733193,-1.5975045246803596,0.682098568333575
chocolate hazelnut spread,Meal,99.4217585880588,0.9705428227257805,11.66259100681965,5.1977802395661845,5.3,0.9871514704140884,9.364528444478093,0.099,0.20089714599471442,Faible,Faible,Faible,0.03904750134164188,0.46921684167096167,0.4705209639210032,0.9928917890221896,9.41898348860965,0.994217585880588,-0.5210312477150417,0.6990801352984852
peanut butter,Breakfast,86.67514373940713,3.2183395409055247,3.818527085638074,7.32584894252072,1.4,0.8451811816409611,0.9810707554717435,0.085,0.2017861067377853,Faible,Faible,Faible,0.14852421882105246,0.176222472872409,0.7606868229746375,0.9751125525323411,1.1318926987057285,0.8667514373940713,1.9339760466200382,0.7168246716911756
peanut spread,Meal,93.5334639486445,3.9831507377003947,2.141239187144474,8.238203492796922,1.6,1.1636252582241446,0.5248766312603907,0.028,0.29479425019870403,Moyen,Faible,Faible,0.17034120311430287,0.09157104094540465,0.7926984366064246,1.2440724047070892,0.5611639384858459,0.9353346394864449,2.4653760492178423,0.7225240519611358
chicken spread,Lunch,84.83268548306329,9.569793659588388,2.104296784516737,10.144629230389029,1.8,0.1876694277396503,0.3035065002567929,0.4,31.242177801058396,Faible,Moyen,Faible,0.45123143242665,0.0992210371617481,1.076255708249078,0.22122275800683,0.3577702871932543,0.8483268548306329,6.0546575474506374,0.732855742212886
tahini,Lunch,84.01925328487292,2.736346742939645,4.384493291927787,6.749828124538154,1.0,1.4008494258789161,0.0,0.098,0.5042565549028448,Faible,Faible,Faible,0.13027236512534987,0.208737548517718,0.7230301391972807,1.6672937497260276,0.0,0.8401925328487292,2.109691807833814,0.7162863854084909
orange marmalade,Lunch,51.58994945423635,0.014030035128317384,13.746597085401605,0.0,0.0,0.09804217150315649,12.718000331615414,0.016,6.584160534384913,Faible,Faible,Faible,0.0010878114830339247,1.0658352616636633,0.0,0.19004085582458322,24.652041364870346,0.5158994945423635,-2.238755479933102,0.6741732285885432
american cheese spread,Meal,46.790322066007455,2.5996508556377784,1.372615187017061,3.5414462054443594,2.1,0.0,1.2392756786009398,0.3,7.574931681899243,Faible,Faible,,0.22223833350929695,0.11734180036164339,0.6811881979108316,0.0,2.648567001282203,0.46790322066007456,1.7757401846835226,0.7266925683615574
apricot jam,Breakfast,43.76870362712944,0.09740782184061249,13.666806133753097,0.0101193291470366,0.042,0.04403513180917267,8.629430767725694,0.004,7.578256824310949,Faible,Faible,Faible,0.008902052063952157,1.249002569318162,0.0020808009535397227,0.10060848860369159,19.715939328021456,0.4376870362712944,-1.4448766730217792,0.6766008183549683
chunky peanut butter,Lunch,95.52319465615555,3.6898275155219675,3.6633964328176427,7.525522076213294,1.2,1.139230212535836,1.1683315028175794,0.03,0.18170399329090062,Faible,Faible,Faible,0.15451022090189856,0.15340342867105794,0.7090392885275622,1.1926203096706356,1.2230854337919255,0.9552319465615555,2.178666035945827,0.7196614988868729
ham and cheese spread,Snack,36.28759778122981,2.270596300344616,0.30738423560504846,2.7904138654088166,1.3,0.0,0.0,0.2,8.330476104259832,Faible,Faible,,0.25028895563286585,0.03388311664910124,0.6920745828370909,0.0,0.0,0.36287597781229813,1.9716541705218102,0.7352395240956923
chicken and rice casserole homade,Snack,26.086155299586956,2.0482665026041307,2.3427537969606607,0.9359083593495017,0.0,0.3029192469355596,0.0,0.0,0.0,Faible,Faible,Faible,0.31407716477364855,0.35923326841336994,0.3228982889395202,1.1612216604364676,0.0,0.26086155299586955,1.8166958098690493,0.7399236544779262
picnic loaf,Breakfast,66.98794793873282,4.059688669781486,1.343375963733982,4.9167366897496825,1.7,0.0,0.0,0.3,17.49904225937445,Faible,Faible,,0.24241307483496635,0.08021597824782686,0.6605759828266838,0.0,0.0,0.6698794793873282,2.955087983092473,0.7336604233168325
corn tamale,Snack,324.92894262256243,6.080935940138502,46.71337279447935,12.166972077200196,4.4,5.461417325652848,11.289646323790047,0.5,98.24913721970897,Élevé,Moyen,Élevé,0.07485865521665709,0.5750595471573824,0.3370052155833806,1.6808030705943482,3.474495918453217,3.2492894262256242,2.8182671414656766,0.7066851380090448
baked potato with cheese sauce bacon,Lunch,472.00036668607027,18.1934093617366,40.58143853431432,24.97451358640665,10.1,0.0,0.0,1.0,182.8648323527552,Élevé,Élevé,,0.15418131516234007,0.34391022814884953,0.476208574538984,0.0,0.0,4.720003666860703,4.779131722895814,0.711935025181306
chinese egg roll,Meal,213.64272461606757,7.0083733189142166,24.572761403096113,10.292518257068284,1.9,2.1351562991262756,0.0,0.4,44.60447879408435,Moyen,Moyen,Moyen,0.1312166992572226,0.46007204471366386,0.43358679330876254,0.9994046385425366,0.0,2.1364272461606757,3.4901884975394917,0.7150273362434751
butter croissant,Lunch,227.42859705891846,4.644113737695121,26.489119292124595,11.7244837472754,6.6,1.5784867749831557,6.27277495562144,0.2,13.081158140990247,Moyen,Faible,Faible,0.08168038280730201,0.46588897822361336,0.46397135024392194,0.6940578719378705,2.7581281679665928,2.2742859705891845,1.4290531187789777,0.7052038050940453
enchilada with cheese beef,Breakfast,328.3499044171675,11.655539966513798,30.90576690867903,16.653991760114714,9.0,0.0,0.0,1.3,117.37906572796878,Élevé,Moyen,,0.14198925931415113,0.37649795414941084,0.45648231769886705,0.0,0.0,3.283499044171675,4.09116310572238,0.712898994334149
corned beef hash with potatoes,Snack,405.87679820981765,21.639376514079895,21.950571060085213,25.821381638782505,10.2,2.5301911310266534,0.7721353380540311,1.0,169.50164468661802,Élevé,Élevé,Moyen,0.21326054168366929,0.21632742844941857,0.5725689056419987,0.6233888014288198,0.19023879936494353,4.058767982098177,6.307261207615646,0.7272553285797515
biscuit with egg cheese bacon,Breakfast,425.55400161497266,17.078969835351167,37.49934934337641,,8.5,0.30162144947005914,2.5265039729910255,1.2,61.82196372957528,Élevé,Élevé,Faible,0.1605339837520331,0.3524755881786838,,0.07087734516608096,0.593697478981632,4.255540016149727,3.739561287539582,0.7158678911060894
bagel with ham egg cheese,Breakfast,478.5163357135688,26.331259141097565,51.84634963533783,18.12883172181913,7.9,0.4625092847791006,7.64650163114757,1.3,90.95891425872183,Élevé,Élevé,Faible,0.2201075041403151,0.43339251480036395,0.34096951969695544,0.09665483779870629,1.597960082550775,4.785163357135688,5.005089745097329,0.7232955803331024
quesadilla with chicken,Meal,499.73743993754056,29.01264578594225,43.29396950228937,27.06755050695484,11.1,3.1225256563929666,3.3247118041128645,1.3,78.42076103490713,Élevé,Élevé,Moyen,0.23222311085207148,0.34653372715934205,0.48747188944972564,0.6248331187573449,0.6652915857648801,4.997374399375405,5.741560977942992,0.7244943954906453
corn rice,Lunch,103.42086356755631,1.8457440589317016,25.597738300778854,0.2831560503648164,0.02,0.4016066335414123,2.823387754071301,0.2,0.9763916422759822,Moyen,Faible,Faible,0.07138768629132972,0.9900415513953846,0.024641105679586398,0.38832227015471205,2.7299955992258926,1.034208635675563,0.6729067007439228,0.6956648202742947
kung pao chicken,Breakfast,810.647880782254,63.90498274721032,41.13050573084251,41.86109632605298,8.2,9.490873519972185,18.95197214707431,2.4,450.8890643494047,Élevé,Élevé,Élevé,0.3153279453797459,0.20295127714595307,0.4647515590939083,1.1707761870712046,2.3378793997347844,8.10647880782254,9.702602400022828,0.7413570844353986
beef empanada,Meal,318.2079764257052,10.735817727052272,25.873458253115896,16.698735293062434,4.6,1.7802930470706388,1.5759338590863263,0.4,33.2165791615858,Moyen,Moyen,Faible,0.1349534705434449,0.325239592827704,0.4722968256590962,0.5594745007945451,0.4952526273965498,3.182079764257052,3.1917375367022607,0.7142169524456016
frijoles with cheese,Lunch,224.18988613222123,10.894317324633173,29.007276612693616,8.260665292970588,4.1,0.0,0.0,0.9,112.72082421837816,Moyen,Moyen,,0.19437660572455695,0.5175483512436205,0.33162061227537887,0.0,0.0,2.241898861322212,5.098974163805393,0.7184976081246046
burrito with beef,Meal,299.30034379496135,9.55042763875205,44.39487674833035,7.737067212662079,1.7,4.708889590162111,3.9403688718741954,0.5,66.71917772230029,Moyen,Moyen,Moyen,0.1276367074724844,0.5933154106954804,0.23265460974213675,1.5732985659680416,1.316526237620143,2.9930034379496133,3.8746241459233435,0.7134502189812438
crispy chicken sandwich,Breakfast,356.3286304383336,15.928724436135198,32.59382596485035,16.117428075825078,3.3,0.0,3.9408544364905684,0.7,56.9239009206283,Élevé,Moyen,,0.1788093690011753,0.36588500714392974,0.4070872781030769,0.0,1.105960339387389,3.563286304383336,3.855261751672372,0.716385725712605
enchilada with cheese,Lunch,361.9362605888842,16.580266111889035,21.05974618847894,24.025957874341078,11.5,2.6056129810809114,3.6026070864635202,0.7,69.26682975066728,Élevé,Élevé,Moyen,0.18323962389512893,0.23274535793708634,0.5974356366499828,0.7199091511119469,0.9953703133340739,3.619362605888842,4.556324682439218,0.7204617293574929
pork egg roll,Snack,192.4151884720545,8.81500031310221,21.109262849251824,6.269645479689147,1.3,1.7941682053258041,4.782465932299936,0.3,43.06587894887262,Moyen,Moyen,Faible,0.1832495727034577,0.4388273692356837,0.29325548295862314,0.9324457633138548,2.4854916520807127,1.924151884720545,3.7511351932270705,0.7190725680436609
corn on the cob with butter,Breakfast,166.91978339011126,4.717692673854565,33.827407648687945,3.392603445742248,1.6,0.0,0.0,0.056,100.85883388384582,Moyen,Faible,,0.11305292997093165,0.810626679690151,0.18292278008411508,0.0,0.0,1.6691978339011126,3.6567669297788226,0.6966151427343942
pancakes with butter syrup,Meal,259.53426149157065,4.037954486046512,47.44533849920356,7.347334061822775,2.9,0.0,0.0,0.6,,Moyen,Faible,,0.06223385609717191,0.7312381501189197,0.25478719426708707,0.0,0.0,2.5953426149157064,,0.6975467285529302
burrito with beans,Meal,241.52400894511686,6.706916270477649,33.31197134283871,6.713932145086186,3.4,0.0,0.0,0.5,55.407566464282986,Moyen,Moyen,,0.11107659684851551,0.5516962284686879,0.25018377808279413,0.0,0.0,2.4152400894511685,2.7750009795694353,0.705606241388198
scrambled eggs,Meal,86.90127447955128,6.385529371358326,0.9662266377486219,8.213968306576604,2.9,0.0,0.8184118623739508,0.1,30.816641875442844,Faible,Moyen,,0.29392108855115273,0.044474681524138714,0.8506861878751697,0.0,0.9417709067035884,0.8690127447955127,4.109569572388677,0.7344507175626185
baked potato with sour cream,Meal,409.1503842109732,6.1422956845200245,53.621303402603985,20.531990506802693,10.0,0.0,0.0,0.2,194.08803677793998,Élevé,Moyen,,0.060049271920913166,0.5242209743975174,0.4516381292564119,0.0,0.0,4.091503842109732,3.1123805490149126,0.6963976489433478
turkey and gravy,Breakfast,161.70072889931728,15.046670697372303,10.459057874086872,5.515529651360939,2.0,0.0,0.0,1.3,192.61657691548928,Moyen,Moyen,,0.3722103346531853,0.25872629964253563,0.30698542234878334,0.0,0.0,1.6170072889931728,9.429664046767256,0.7446299350538663
chicken egg roll,Breakfast,155.63784193131966,8.281016957044562,23.34544290572919,3.843580048841457,0.8,1.825476880670761,4.598799783086346,0.4,44.08658291073725,Moyen,Moyen,Faible,0.21282785217471395,0.5999939980157947,0.22226098606903769,1.1728996528856135,2.954806344789445,1.5563784193131966,4.133225187775933,0.7244589874480175
vegetable egg roll,Lunch,153.7019699404966,5.535745989556889,24.384979086149443,3.4567583731887583,0.6,2.367874131437665,4.907714681708604,0.4,45.17866076390986,Moyen,Moyen,Moyen,0.14406441129372297,0.6346042002438529,0.20241006129155567,1.5405609907233853,3.193004937154425,1.537019699404966,3.2387071847794777,0.7131196600222205
ham cheese roll,Breakfast,60.34164413608701,3.566015080327896,1.1225578076176843,5.235773609343601,2.0,0.0,0.0,0.3,16.901264925679495,Faible,Faible,,0.2363883233402438,0.074413470503564,0.7809194193797572,0.0,0.0,0.6034164413608701,2.7510497041355326,0.7293096090759048
biscuit with ham,Snack,381.760332564736,14.12535869707148,43.90980227509397,18.523638866791615,11.4,0.78664578292909,2.222124498206327,1.1,34.78223060425932,Élevé,Moyen,Faible,0.14800237169927147,0.46007715746767686,0.4366947928938108,0.20605744226667508,0.582073025032398,3.8176033256473603,3.28527453057565,0.7110573926504231
hummus,Meal,442.76719843038046,11.703071605092408,48.7990012225392,21.444792411570802,2.8,10.39722151041488,0.6985750427710703,0.6,164.10413221855836,Élevé,Moyen,Élevé,0.10572663575936427,0.44085470906895596,0.435902054064609,2.3482360931516966,0.15777476007092975,4.427671984303805,5.161786304062094,0.7159857977901873
croissant with egg cheese,Breakfast,395.19325042324385,11.978003578682129,24.77205407600052,24.114951130499293,14.1,0.0,0.0,0.6,56.975894677666,Élevé,Moyen,,0.1212369243203896,0.2507335738835293,0.5491858967552411,0.0,0.0,3.9519325042324387,2.9941438619958776,0.7136086086304638
enchirito with cheese beef beans,Snack,335.0857522456933,19.356270656682984,32.96675025591612,15.33374750719522,7.9,0.0,0.0,1.3,130.23734295386907,Élevé,Élevé,,0.23106050280198548,0.393532102592784,0.41184600129379173,0.0,0.0,3.350857522456933,5.945526294726536,0.7208925490821538
sweet sour pork,Lunch,36.46386215450294,1.2664387001604465,3.0056015759623467,2.0864941239094894,0.4,0.10695984501701583,1.4003193377922116,0.003,6.815785442101614,Faible,Faible,Faible,0.13892534587400715,0.3297074216439608,0.5149878671828672,0.2933302874871686,3.8402829946423855,0.3646386215450294,0.9326278963880846,0.7114549967538406
crab cake,Meal,155.9859436513237,11.41966271740497,4.863430821467797,10.713905167330925,2.2,0.19398468991969486,0.0,0.5,32.580893497166734,Moyen,Moyen,Faible,0.2928382488032857,0.12471459098033615,0.6181656092253569,0.12436028594539504,0.0,1.559859436513237,5.158054757172127,0.7366166545907149
egg dinner roll,Lunch,111.89740132970608,3.3055997510472688,17.24644865135834,2.2848648526104776,0.6,1.2652933109702238,1.3937051485631473,0.2,10.7072390788182,Moyen,Faible,Faible,0.11816537943596966,0.6165093484669686,0.1837735572529471,1.13076100532579,1.2455194548594914,1.118974013297061,2.09303407279382,0.7113211159386236
english muffin with egg cheese sausage,Meal,479.7585261879686,22.585658570795125,26.490068412593942,29.526115694606318,11.4,,2.3784034116525374,0.8,70.9438226588155,Élevé,Élevé,Faible,0.1883085534981735,0.22086167862704964,0.5538933154748125,,0.4957500046535241,4.797585261879686,,0.7210416386882124
buttermilk pancakes,Breakfast,83.72203112380174,2.6253017151292637,11.1013230361595,3.3955601243309816,0.7,0.0,0.0,0.2,19.72281918036488,Faible,Faible,,0.12542943110827354,0.5303895643499772,0.3650179091901279,0.0,0.0,0.8372203112380174,1.965710182963264,0.7086193516807163
omelet,Snack,96.41235693563277,6.14647169466513,0.3965446661877899,7.301878180507377,2.0,0.0,0.1962128842728654,0.013,50.43143084334333,Faible,Moyen,,0.2550076287427246,0.016452026469574894,0.6816232382620556,0.0,0.2035140380291955,0.9641235693563277,4.3832167720342525,0.7373881158744935
taco with chicken cheese lettuce,Meal,185.89796733146937,12.7321660246398,19.641553128506477,5.740697045250761,2.5,1.2085489917065524,1.3543147606681687,0.6,55.911812574369876,Moyen,Moyen,Faible,0.2739603049762747,0.42263082926187084,0.27792812299665476,0.6501138011034963,0.7285254656538898,1.8589796733146937,5.627287793854915,0.7342863253079149
